stable_id	Mass	pI	Charge	NumResidues	CAI
SPAC23A1.03	20746.03	4.6053	-5.5	188	0.586
SPBC16C6.02c	339016.01	5.0884	-50.0	3004	0.417
SPAC1002.10c	68156.80	4.2129	-51.0	590	0.400
SPAC2F3.06c	101718.45	4.2064	-51.0	910	0.459
SPCC162.08c	211459.31	4.9485	-51.5	1837	0.426
SPBC1711.16	57336.74	4.0540	-52.0	516	0.462
SPCC550.11	116466.66	4.3663	-52.5	1029	0.494
SPCC1494.05c	111967.46	4.4612	-53.0	979	0.420
SPAC3C7.11c	63466.06	4.1253	-53.5	560	0.607
SPAC12B10.01c	185616.51	4.7056	-54.5	1647	0.408
SPCC1840.03	121869.35	4.3598	-54.5	1095	0.522
SPAC1F7.08	69907.66	4.0122	-54.5	622	0.521
SPAC15A10.11	234043.22	4.9152	-55.0	2052	0.434
SPBC1711.05	47427.61	3.9683	-55.5	451	0.453
SPAC23C11.03	67707.04	4.2201	-56.0	598	0.468
SPAC22A12.14c	39397.22	3.8449	-56.5	347	0.431
SPBC1709.08	160300.53	4.5245	-57.0	1441	0.414
SPAC821.09	109743.43	3.9426	-57.5	1016	0.511
SPBC216.01c	95445.65	4.2345	-58.0	836	0.438
SPAPB18E9.04c	79351.57	4.3636	-6.0	800	0.438
SPBC8E4.12c	10051.19	4.0390	-6.0	89	0.412
SPBC106.20	69041.89	5.4390	-6.0	615	0.435
SPAC25B8.01	18873.99	4.6670	-6.0	166	0.395
SPAC11D3.16c	14845.86	4.4119	-6.0	131	0.465
SPCC1442.06	26404.03	4.7368	-6.0	245	0.428
SPBC1347.12	42792.82	5.3079	-6.0	379	0.406
SPAC3A12.07	14127.31	4.6602	-6.0	123	0.483
SPAC17H9.11	16281.58	4.5940	-6.0	141	0.464
SPAC3A12.11c	44281.12	5.4045	-6.0	388	0.358
SPBC25H2.03	92452.77	5.7509	-6.0	811	0.370
SPAC4F10.02	51740.67	5.7345	-6.0	467	0.425
SPAC23E2.02	142490.46	6.2054	-6.0	1273	0.407
SPAC1556.08c	37427.21	5.0894	-6.0	334	0.411
SPBC405.04c	22994.17	4.7243	-6.0	205	0.413
SPAC8F11.09c	28489.55	5.3511	-6.0	255	0.448
SPAC922.07c	54028.11	5.2576	-6.0	496	0.437
SPCC1322.12c	118352.59	6.2111	-6.0	1044	0.423
SPAC19G12.01c	82605.11	5.8887	-6.0	719	0.397
SPCC622.04	16440.80	4.5528	-6.0	140	0.454
SPCC1753.01c	30390.71	5.4628	-6.0	279	0.429
SPCC576.01c	46604.16	6.0245	-6.0	413	0.616
SPCC63.12c	22660.88	4.4857	-6.0	204	0.482
SPAC6F12.06	23031.74	5.0164	-6.0	205	0.452
SPCC1020.05	57823.13	5.5409	-6.0	509	0.425
SPBC16H5.02	102555.28	6.1036	-6.0	942	0.778
SPAC12G12.11c	42280.44	5.3671	-6.0	365	0.425
SPCC757.04	72886.88	5.6783	-6.0	636	0.369
SPBC3E7.07c	17404.76	4.6004	-6.0	147	0.530
SPAC630.04c	18580.94	4.7910	-6.0	166	0.340
SPAC977.01	36784.84	4.8366	-6.0	316	0.389
SPAC4D7.15	10622.91	4.2806	-6.0	93	0.469
SPBC2A9.03	47651.61	5.5482	-6.0	426	0.406
SPAC2H10.01	51134.93	5.3621	-6.0	480	0.499
SPBC557.04	96125.75	6.0112	-6.0	872	0.402
SPAC6C3.08	25930.40	5.0059	-6.0	234	0.455
SPCC285.07c	40006.82	4.9505	-6.0	361	0.349
SPCC1739.15	36888.42	4.9158	-6.0	329	0.362
SPAC3G9.10c	26868.88	4.8306	-6.0	242	0.362
SPAC31F12.01	103098.42	6.0904	-6.0	938	0.375
SPAC22G7.01c	66680.71	5.8683	-6.0	598	0.443
SPBC4.07c	50060.16	5.4416	-6.0	448	0.510
SPBC17G9.05	50776.48	5.5671	-6.0	432	0.386
SPBC16C6.14	15576.70	4.7006	-6.0	133	0.447
SPAC2E1P3.02c	56468.00	5.3624	-6.0	517	0.357
SPBC1289.07c	39154.62	5.3084	-6.0	348	0.428
SPCC1223.10c	27657.43	4.8445	-6.0	251	0.375
SPBC1539.03c	51571.78	5.5129	-6.0	460	0.508
SPBC1778.02	79526.62	6.0683	-6.0	693	0.385
SPBC1709.19c	28843.93	4.8183	-6.0	260	0.365
SPAC6F12.03c	28265.87	4.8874	-6.0	247	0.355
SPBC13G1.09	51365.62	5.5795	-6.0	449	0.442
SPCC613.03	22475.04	5.6777	-6.0	189	0.431
SPBC577.10	29219.95	4.7858	-6.0	262	0.398
SPCC1753.05	34649.51	5.1410	-6.0	296	0.449
SPAC926.09c	230560.51	6.3398	-6.0	2073	0.582
SPAC17C9.15c	11248.30	4.5318	-6.0	94	0.401
SPAC3A11.09	85486.71	6.0163	-6.0	759	0.415
SPCC297.04c	17209.23	4.7303	-6.0	147	0.377
SPBC29B5.04c	68508.66	5.5754	-6.0	605	0.426
SPBC428.05c	46084.73	5.2407	-6.0	410	0.715
SPCC757.08	32377.95	5.2308	-6.0	291	0.381
SPCC2H8.05c	24682.09	4.8475	-6.5	217	0.341
SPBC337.14	15361.52	4.5249	-6.5	135	0.432
SPAC13C5.02	48519.12	5.4550	-6.5	411	0.397
SPBC9B6.05c	10665.15	4.4927	-6.5	93	0.435
SPBC1861.07	11268.04	4.3356	-6.5	97	0.367
SPAPB24D3.07c	32737.65	4.6122	-6.5	300	0.731
SPBPB21E7.09	38596.99	4.7614	-6.5	360	0.444
SPBC577.08c	31889.31	4.7891	-6.5	290	0.478
SPBC19G7.16	49114.49	5.2030	-6.5	428	0.468
SPBC36B7.09	181193.33	6.2457	-6.5	1576	0.405
SPBC1A4.11c	14223.23	4.4058	-6.5	124	0.458
SPAC5D6.13	38374.96	5.2051	-6.5	337	0.458
SPAC17G8.04c	16910.16	4.3324	-6.5	152	0.383
SPAC4G8.13c	74189.72	5.8307	-6.5	681	0.405
SPBC31F10.16	74094.64	5.8634	-6.5	649	0.459
SPAC12G12.09	109712.82	5.9562	-6.5	977	0.404
SPBC21D10.10	34145.43	5.0132	-6.5	299	0.432
SPAC23H4.11c	21921.71	4.8757	-6.5	188	0.354
SPAC26H5.07c	56858.72	5.3933	-6.5	505	0.577
SPAC3H1.07	35703.77	5.4044	-6.5	323	0.621
SPCPB1C11.01	53386.88	5.3361	-6.5	497	0.654
SPBC17D11.08	47742.63	5.2407	-6.5	435	0.373
SPBC119.01	57346.20	5.5323	-6.5	497	0.483
SPBC3D6.11c	29655.94	4.9279	-6.5	269	0.337
SPAC17H9.02	118461.11	6.1067	-6.5	1030	0.427
SPAC19B12.07c	37023.13	5.4259	-6.5	319	0.368
SPBC36.12c	42961.83	5.1387	-6.5	379	0.376
SPAC12B10.15c	16879.92	4.6164	-6.5	147	0.418
SPAC343.06c	43148.46	5.3865	-6.5	381	0.408
SPCC576.07	21686.15	4.6414	-6.5	190	0.382
SPCC548.04	10717.37	4.2214	-6.5	97	0.360
SPCC16A11.10c	14252.20	4.5153	-6.5	129	0.636
SPAC25B8.10	29376.84	4.9836	-6.5	256	0.489
SPBC409.23	8396.54	4.2336	-6.5	72	0.439
SPCC285.06c	30237.57	5.0221	-6.5	262	0.421
SPCC338.08	33101.14	5.1712	-6.5	294	0.394
SPCC1620.12c	72733.36	5.5549	-6.5	640	0.467
SPAPB24D3.06c	34734.11	5.0357	-6.5	316	0.325
SPAC589.08c	17444.27	4.5456	-6.5	155	0.425
SPBC1683.10c	25624.83	4.7602	-6.5	242	0.333
SPBC685.06	31759.72	4.9521	-6.5	292	0.736
SPAPB1E7.07	232849.10	6.2882	-6.5	2111	0.647
SPBC1348.06c	22653.89	4.3905	-6.5	203	0.370
SPBC23E6.08	62618.41	5.6283	-6.5	550	0.277
SPAC4H3.06	15641.82	4.5404	-6.5	137	0.419
SPAC977.05c	22719.01	4.3905	-6.5	204	0.369
SPBP4H10.04	63714.37	5.8458	-6.5	554	0.452
SPAC57A10.06	14645.91	4.3399	-6.5	133	0.422
SPCC18.17c	55357.16	5.5046	-6.5	488	0.389
SPBPB2B2.15	22653.89	4.3905	-6.5	203	0.370
SPAC31A2.16	126538.42	6.0976	-6.5	1101	0.413
SPAC25G10.07c	122133.47	6.1099	-6.5	1085	0.403
SPBC354.04	18830.69	4.6805	-6.5	163	0.415
SPAC1F3.06c	222786.78	4.8807	-62.0	1957	0.431
SPAC29B12.07	218090.48	4.7177	-63.0	1995	0.379
SPCC663.05c	29430.65	3.4676	-64.0	262	0.421
SPAC6G9.12	67230.44	3.9982	-64.0	620	0.445
SPAC694.06c	114319.04	4.4135	-64.5	1019	0.436
SPBC16C6.06	165061.97	4.4714	-65.0	1466	0.433
SPAC9.03c	248809.45	4.8669	-65.0	2176	0.417
SPAC22H10.03c	111864.41	4.1858	-66.0	993	0.442
SPBC1289.15	129531.91	3.7349	-67.0	1283	0.455
SPBC14F5.03c	117833.80	4.2091	-68.5	1067	0.532
SPAC31A2.02	14075.32	4.3697	-7.0	126	0.394
SPAC3F10.03	74005.20	5.7294	-7.0	652	0.590
SPCC584.11c	42961.34	5.5381	-7.0	380	0.558
SPCC663.12	38558.25	5.1651	-7.0	336	0.400
SPAC167.07c	117767.20	6.0650	-7.0	1029	0.397
SPBC23E6.06c	22563.73	4.7584	-7.0	204	0.394
SPBC25H2.16c	59481.55	5.1225	-7.0	533	0.445
SPAC15E1.10	29592.73	4.7708	-7.0	265	0.404
SPAC222.06	35626.79	5.2907	-7.0	302	0.438
SPAC823.14	26271.53	5.0019	-7.0	229	0.525
SPBC1289.12	41552.87	4.9152	-7.0	365	0.412
SPAC1782.03	40741.08	5.3151	-7.0	355	0.360
SPAC23C11.05	32467.69	4.9843	-7.0	289	0.789
SPAC25H1.03	20318.21	4.4853	-7.0	184	0.370
SPBC11B10.08	22073.15	4.3392	-7.0	204	0.519
SPAPB17E12.09	23760.58	4.8251	-7.0	203	0.423
SPBC3F6.01c	53290.57	5.5119	-7.0	473	0.465
SPAPB8E5.04c	20531.19	4.4819	-7.0	188	0.535
SPBC11C11.01	53881.49	5.4509	-7.0	466	0.371
SPAC26A3.16	36819.39	4.7461	-7.0	354	0.449
SPAC29A4.07	15382.24	4.3954	-7.0	136	0.347
SPBP35G2.12	23032.23	4.6609	-7.0	205	0.524
SPBC1709.03	47740.05	5.1714	-7.0	428	0.471
SPBC8D2.07c	74863.81	5.8623	-7.0	673	0.405
SPAC343.19	71856.87	5.5587	-7.0	624	0.381
SPAC1565.04c	30735.53	4.9966	-7.0	264	0.384
SPAC14C4.16	9737.99	4.0611	-7.0	86	0.403
SPCC1672.01	35050.47	5.5056	-7.0	306	0.408
SPBC1685.11	41654.08	5.2030	-7.0	363	0.375
SPAC926.02	51249.08	5.2742	-7.0	443	0.366
SPAC16C9.03	56551.08	5.5128	-7.0	498	0.447
SPCC18.10	38079.64	5.3662	-7.0	340	0.386
SPBC2G5.07c	23242.69	4.6609	-7.0	203	0.371
SPBC1198.13c	34622.87	4.8820	-7.0	307	0.444
SPBC215.15	32568.45	5.1120	-7.0	297	0.504
SPAC750.05c	40210.72	4.8033	-7.0	344	0.387
SPBC3F6.03	34618.15	4.9583	-7.0	322	0.693
SPCC191.08	15485.40	4.6837	-7.0	134	0.429
SPBC1198.01	46442.20	5.4421	-7.0	423	0.453
SPCC338.15	48898.60	5.1471	-7.0	437	0.511
SPCC1827.02c	41750.69	5.6245	-7.0	362	0.471
SPBPB2B2.19c	40150.62	4.8033	-7.0	344	0.387
SPAPB1A11.02	38574.21	5.2763	-7.0	339	0.507
SPBC1348.02	40150.62	4.8033	-7.0	344	0.387
SPBC17D11.01	47257.78	6.1205	-7.0	420	0.438
SPAC1399.01c	64572.06	5.0080	-7.0	601	0.559
SPBC17G9.12c	31085.43	4.8617	-7.0	274	0.372
SPAC15F9.02	38564.65	5.0122	-7.0	339	0.403
SPBC1778.06c	68617.37	5.4650	-7.5	614	0.555
SPAC20G4.05c	63950.70	5.1158	-7.5	568	0.410
SPBC25B2.03	61804.55	5.9228	-7.5	554	0.440
SPAPJ695.01c	13239.07	3.9925	-7.5	117	0.416
SPAC5H10.13c	39107.57	5.0079	-7.5	346	0.454
SPAC23G3.10c	49759.18	5.2822	-7.5	425	0.467
SPAC25B8.09	28468.62	4.7613	-7.5	251	0.452
SPCC1840.01c	20884.66	4.4413	-7.5	190	0.432
SPAC2F3.10	107950.51	6.0499	-7.5	949	0.381
SPBP8B7.18c	61354.38	5.5922	-7.5	551	0.416
SPAC644.13c	25309.79	4.4177	-7.5	225	0.393
SPBC20F10.08c	84837.43	5.5600	-7.5	747	0.412
SPBP8B7.08c	35855.10	5.0056	-7.5	310	0.383
SPAPB1E7.10	14927.08	4.4455	-7.5	129	0.394
SPAC1F5.10	44706.09	4.9862	-7.5	394	0.389
SPAC1250.07	13323.82	4.2669	-7.5	120	0.397
SPBC336.08	23038.90	4.7181	-7.5	198	0.387
SPAC222.07c	73367.09	5.8905	-7.5	639	0.380
SPBC354.07c	45066.78	5.1080	-7.5	397	0.480
SPAC17A5.18c	17095.98	4.5121	-7.5	150	0.355
SPBC1703.02	87994.79	5.8388	-7.5	780	0.391
SPAC144.04c	47843.29	5.1597	-7.5	432	0.476
SPAC27D7.11c	48392.35	4.8357	-7.5	463	0.577
SPBP19A11.01	18017.15	4.5151	-7.5	169	0.480
SPAC15A10.06	63603.84	5.2626	-7.5	567	0.427
SPAC13C5.04	28002.89	4.7739	-7.5	248	0.426
SPAC1805.07c	10319.48	4.1318	-7.5	94	0.405
SPAC869.04	44792.85	5.4067	-7.5	410	0.376
SPBC32H8.07	32828.13	4.7214	-7.5	305	0.387
SPAC2E12.02	66947.46	5.3467	-7.5	609	0.352
SPBC19C7.03	190334.33	6.1561	-7.5	1692	0.393
SPCC16C4.18c	50272.81	5.3242	-7.5	452	0.413
SPAC1D4.04	56676.93	5.4086	-7.5	527	0.497
SPBC32H8.12c	41764.70	5.1594	-7.5	375	0.792
SPCC622.16c	108653.01	6.0093	-7.5	948	0.388
SPAC630.07c	48706.46	5.0352	-7.5	430	0.405
SPAC17G8.07	24946.10	5.0465	-7.5	217	0.481
SPBC1683.02	39436.00	5.4334	-7.5	339	0.362
SPAPB1E7.05	118128.61	5.9766	-7.5	1076	0.418
SPBC8E4.05c	49941.52	5.3544	-7.5	447	0.389
SPBC21.04	23333.13	4.8759	-7.5	200	0.362
SPBC1685.06	54542.68	4.9962	-7.5	478	0.373
SPCC1919.14c	59083.03	5.3425	-7.5	520	0.395
SPBC947.09	28534.22	4.7809	-7.5	261	0.427
SPBC12D12.09	25037.73	4.6646	-7.5	213	0.353
SPAC9G1.15c	7137.09	3.9643	-7.5	64	0.353
SPBC577.03c	24785.03	4.9075	-7.5	216	0.467
SPAC23D3.09	47100.32	5.0717	-7.5	424	0.414
SPCC1450.12	96106.96	5.9421	-7.5	821	0.455
SPBC1706.01	90794.25	4.0849	-74.0	821	0.399
SPBC2G2.17c	34349.54	4.7004	-8.0	319	0.570
SPAC1B3.17	61970.57	5.5860	-8.0	537	0.407
SPAC3G9.07c	49381.48	5.5555	-8.0	434	0.414
SPBC19F8.02	19442.98	4.7720	-8.0	166	0.390
SPBC577.12	67624.34	5.6118	-8.0	606	0.415
SPBC947.02	76681.65	5.2884	-8.0	683	0.401
SPBC215.14c	25556.06	4.6411	-8.0	226	0.329
SPAC18G6.13	13110.09	4.2065	-8.0	114	0.389
SPAC977.16c	62127.35	5.5961	-8.0	591	0.446
SPBC25B2.01	66016.37	5.3749	-8.0	592	0.380
SPBC2D10.20	24506.54	4.5542	-8.0	217	0.407
SPAC17G8.02	36063.31	4.9289	-8.0	330	0.410
SPCC576.12c	10051.37	4.0895	-8.0	89	0.416
SPAC1687.14c	8779.84	4.2065	-8.0	76	0.445
SPCC1795.04c	28031.49	4.8310	-8.0	253	0.448
SPBC3E7.11c	40530.97	4.9283	-8.0	355	0.398
SPAPJ698.03c	134971.81	6.0394	-8.0	1206	0.383
SPCC18.04	99911.71	5.9927	-8.0	872	0.422
SPAC890.07c	39018.50	5.1522	-8.0	340	0.519
SPBC16C6.07c	48965.08	4.9863	-8.0	438	0.480
SPAC29A4.12c	16780.73	4.7682	-8.0	150	0.525
SPAPB2B4.05	44361.22	4.8782	-8.0	394	0.437
SPBC557.03c	58349.32	5.3206	-8.0	539	0.421
SPAC823.06	17681.03	4.4163	-8.0	155	0.391
SPAC1006.01	48733.05	5.5144	-8.0	451	0.573
SPAC664.07c	47494.31	5.0742	-8.0	426	0.402
SPBC3B8.03	49938.32	5.2648	-8.0	450	0.658
SPBC725.02	32550.23	4.8828	-8.0	295	0.426
SPAC26A3.09c	143587.55	6.1134	-8.0	1275	0.392
SPAC4F10.18	42776.31	5.0946	-8.0	391	0.425
SPAC7D4.10	51436.85	5.2010	-8.0	450	0.461
SPBC15D4.08c	15717.40	4.6526	-8.0	138	0.346
SPBC16G5.13	14564.33	4.4127	-8.0	126	0.389
SPAC821.05	39780.80	5.1033	-8.0	357	0.578
SPBC21D10.12	51391.56	5.0820	-8.0	466	0.439
SPCC645.04	37276.46	4.9403	-8.0	328	0.320
SPBC685.08	10961.56	4.1426	-8.0	97	0.403
SPBC215.05	41995.03	5.0045	-8.0	385	0.729
SPBC26H8.06	27098.84	4.5183	-8.0	244	0.475
SPAC17G6.16c	85990.35	5.9902	-8.0	757	0.419
SPAC22E12.06c	38053.51	5.1818	-8.0	332	0.418
SPAC9E9.06c	57632.20	5.2730	-8.0	514	0.601
SPBP16F5.04	18720.23	4.4807	-8.0	166	0.403
SPAC12B10.07	29808.34	4.9169	-8.0	256	0.475
SPAC227.11c	35393.00	4.9610	-8.0	310	0.407
SPAC13G6.15c	18051.05	4.6908	-8.0	163	0.445
SPAC343.09	44896.74	5.0668	-8.5	410	0.401
SPCC61.05	53644.47	4.7961	-8.5	469	0.399
SPBC887.12	142379.21	5.8676	-8.5	1258	0.399
SPCC16A11.14	46838.59	4.8763	-8.5	418	0.326
SPAC323.06c	59568.98	5.3974	-8.5	517	0.401
SPBC16H5.03c	70614.31	5.3537	-8.5	628	0.439
SPAC13G6.01c	128609.95	5.9141	-8.5	1133	0.405
SPCC191.01	20178.56	4.6365	-8.5	178	0.424
SPBC428.20c	95997.06	6.0094	-8.5	832	0.427
SPCC1393.13	50117.37	5.2180	-8.5	442	0.455
SPBC1711.10c	63618.78	5.1766	-8.5	572	0.441
SPCC4G3.19	87236.25	5.2034	-8.5	759	0.408
SPBC30D10.02	18326.57	4.7092	-8.5	161	0.442
SPBC19F8.01c	49298.30	5.2150	-8.5	428	0.416
SPCC584.01c	111352.85	5.9360	-8.5	1006	0.587
SPAC1687.01	13721.52	4.2773	-8.5	125	0.417
SPAC18G6.02c	108726.27	5.5836	-8.5	960	0.386
SPBC29A10.16c	13909.95	4.3384	-8.5	124	0.432
SPAC806.08c	78427.31	5.6386	-8.5	677	0.410
SPBC19G7.01c	109738.63	6.1225	-8.5	982	0.381
SPAC23H3.14	53115.65	5.4220	-8.5	469	0.372
SPAP8A3.03	50277.74	4.9494	-8.5	453	0.374
SPAC607.05	43457.20	5.0290	-8.5	381	0.473
SPCC553.04	69048.11	5.6220	-8.5	610	0.416
SPCC645.14c	65544.91	5.1915	-8.5	591	0.551
SPBC1826.01c	217631.61	6.1883	-8.5	1953	0.414
SPAC823.12	102523.91	5.6904	-8.5	906	0.404
SPAC513.06c	41531.24	5.1728	-8.5	368	0.459
SPBC36.05c	46111.97	5.5234	-8.5	405	0.488
SPAC22F3.10c	76522.90	5.5429	-8.5	669	0.410
SPBC336.10c	18563.01	4.7153	-8.5	169	0.708
SPAC23G3.12c	110407.64	5.8480	-8.5	996	0.434
SPAC22E12.19	75096.69	5.6885	-8.5	661	0.404
SPAC6F12.15c	75888.86	5.7016	-8.5	671	0.395
SPAC15A10.09c	31450.46	4.1421	-8.5	288	0.472
SPBC651.07	30102.14	4.6511	-8.5	268	0.430
SPAC19D5.02c	24817.82	4.7404	-8.5	223	0.409
SPAC22H10.04	35178.23	4.8192	-8.5	307	0.414
SPAC10F6.03c	66867.37	5.7840	-8.5	600	0.519
SPCC1742.01	157642.60	3.4631	-83.5	1563	0.610
SPCC1442.04c	55614.92	3.6945	-85.5	500	0.458
SPCC663.01c	94967.13	4.0651	-87.0	838	0.473
SPAC1F7.01c	157210.16	4.4208	-87.5	1365	0.456
SPAPB2C8.01	124086.51	3.4733	-87.5	1220	0.475
SPAC27F1.04c	51911.39	5.2766	-9.0	441	0.386
SPBP4H10.17c	38092.43	4.8784	-9.0	341	0.442
SPBC215.01	95005.83	5.6707	-9.0	834	0.427
SPBC685.09	61022.73	5.5905	-9.0	535	0.406
SPBC32F12.15	7951.03	4.0408	-9.0	68	0.421
SPAC20H4.10	115276.47	5.7107	-9.0	1010	0.392
SPACUNK4.17	45755.59	5.1429	-9.0	406	0.723
SPBC428.17c	67570.10	5.5249	-9.0	602	0.402
SPAC1F8.07c	61547.22	5.2575	-9.0	568	0.829
SPAC688.06c	47765.16	5.3729	-9.0	419	0.399
SPAC1F3.05	56789.34	5.2410	-9.0	510	0.412
SPAC4G9.22	10615.95	4.2154	-9.0	94	0.540
SPAC1142.06	36548.00	4.7012	-9.0	329	0.527
SPAC12B10.10	48106.13	5.1413	-9.0	419	0.435
SPAC25H1.02	53585.65	5.2931	-9.0	464	0.406
SPBC19F5.01c	40430.43	4.9715	-9.0	359	0.434
SPBC1921.05	99446.03	5.6079	-9.0	882	0.578
SPBC3E7.09	74072.15	5.2776	-9.0	659	0.388
SPAC11D3.15	143724.33	6.0554	-9.0	1317	0.456
SPBC1604.18c	50787.61	4.8662	-9.0	449	0.392
SPBP8B7.11	47972.24	5.0452	-9.0	434	0.451
SPBC8E4.03	45901.60	5.2648	-9.0	413	0.394
SPAC11D3.14c	138784.50	5.9490	-9.0	1260	0.391
SPAC227.07c	52795.22	5.4501	-9.0	463	0.469
SPBC17D1.02	55635.33	5.1612	-9.0	503	0.380
SPAC4A8.11c	202169.24	6.0632	-9.0	1842	0.556
SPCC74.01	71664.51	5.3133	-9.0	639	0.415
SPCC1840.10	10563.04	4.0827	-9.0	94	0.385
SPBC21B10.12	20664.35	4.5279	-9.0	182	0.416
SPAC644.18c	20836.94	4.5103	-9.0	183	0.436
SPAC637.10c	27139.82	4.6985	-9.0	243	0.462
SPBC1289.16c	90126.78	6.1397	-9.0	794	0.432
SPAC1B3.10c	76907.12	5.5919	-9.0	664	0.433
SPCC330.04c	43098.08	4.9529	-9.0	357	0.394
SPBC4C3.09	44095.38	5.2713	-9.0	376	0.418
SPAC3G9.11c	62653.21	5.4680	-9.0	570	0.599
SPAC30D11.03	85452.83	5.4402	-9.0	754	0.484
SPAC16E8.11c	60600.48	5.5124	-9.0	533	0.399
SPBC1861.04c	118008.39	5.9524	-9.0	1014	0.402
SPBC2G5.02c	29061.02	4.6818	-9.0	254	0.489
SPAC4D7.11	31716.78	4.4387	-9.5	281	0.376
SPBC119.16c	51190.06	4.9213	-9.5	448	0.385
SPBC1198.08	52840.39	5.2434	-9.5	476	0.536
SPAC23C11.14	42941.08	5.5438	-9.5	387	0.539
SPCC1672.03c	58047.03	5.5450	-9.5	527	0.335
SPCC622.13c	124764.92	5.8363	-9.5	1098	0.381
SPCC1322.10	25997.75	3.6753	-9.5	262	0.676
SPBC4B4.09	71246.69	5.5413	-9.5	612	0.400
SPAC3H1.01c	80192.68	5.6578	-9.5	690	0.390
SPAC4A8.14	45352.57	5.0813	-9.5	409	0.471
SPAC27F1.09c	132675.18	5.8747	-9.5	1166	0.436
SPAC1805.15c	77195.49	5.3746	-9.5	671	0.410
SPBC211.06	66764.72	5.2869	-9.5	577	0.394
SPAC4F10.11	53737.59	5.3085	-9.5	469	0.418
SPAC19B12.01	94268.87	5.4566	-9.5	817	0.419
SPAC3A12.03c	35058.59	4.8492	-9.5	309	0.390
SPAC26H5.04	90407.55	5.2949	-9.5	789	0.436
SPBC1289.13c	43117.68	5.2279	-9.5	375	0.461
SPAC3H8.08c	64690.48	5.1283	-9.5	563	0.384
SPAC29E6.10c	122940.91	5.6272	-9.5	1085	0.394
SPAC17A2.07c	19921.23	4.4566	-9.5	177	0.393
SPAC1556.01c	149028.69	5.8909	-9.5	1285	0.403
SPBC16E9.10c	86179.18	5.3263	-9.5	779	0.402
SPAC22E12.14c	71899.18	5.3899	-9.5	646	0.412
SPAC29A4.14c	39444.76	4.6841	-9.5	346	0.349
SPCC736.15	39805.67	5.0759	-9.5	351	0.741
SPAC144.06	93156.79	5.2854	-9.5	825	0.410
SPAC959.02	32222.14	4.6263	-9.5	289	0.474
SPAC167.02	35092.31	4.8494	-9.5	311	0.399
SPAC1952.17c	71878.95	5.3862	-9.5	619	0.405
SPCC584.03c	61284.51	5.1342	-9.5	551	0.394
SPAC27E2.05	51326.41	5.0460	-9.5	462	0.448
SPAPJ698.02c	31420.35	4.6954	-9.5	287	0.727
SPAC26F1.09	116289.79	4.1498	-93.0	1031	0.418
SPBC27.04	118262.83	4.1833	-97.5	1052	0.429
SPAC57A10.10c	34615.94	6.6183	0.0	298	0.530
SPBC21H7.05	66202.76	6.5108	0.0	582	0.360
SPAC3H1.03	17242.29	6.5225	0.0	146	0.433
SPBC4C3.10c	24564.05	6.5093	0.0	226	0.514
SPAC9G1.05	65266.40	6.5034	0.0	595	0.419
SPAC11E3.10	18480.78	6.5075	0.0	162	0.434
SPCC1739.07	15067.99	6.5437	0.0	133	0.464
SPAC23H4.07c	25611.77	6.5147	0.0	227	0.444
SPCC550.08	28292.45	6.5166	0.0	247	0.546
SPAC11D3.02c	17414.01	6.5228	0.0	150	0.352
SPAC29E6.06c	85554.93	6.5188	0.0	754	0.510
SPAC23C4.06c	37777.01	6.5166	0.0	327	0.418
SPAC11E3.05	149062.71	6.5058	0.0	1323	0.418
SPAC1486.06	46694.14	6.5139	0.0	410	0.499
SPAC16E8.04c	29050.22	6.5284	0.0	251	0.474
SPBC1718.03	16976.38	6.5657	0.0	147	0.352
SPBC29A3.09c	83762.38	6.5197	0.0	736	0.514
SPACUNK4.15	23654.98	6.5021	0.0	208	0.559
SPBC21.05c	69847.72	6.5051	0.0	611	0.369
SPCC1223.09	33610.10	6.5075	0.0	296	0.718
SPBP23A10.17	13563.66	6.7735	0.0	118	0.332
SPAC18B11.09c	22850.46	6.5280	0.0	207	0.380
SPAC8C9.11	9527.96	6.5023	0.0	84	0.421
SPCC622.02	14129.56	6.5024	0.0	127	0.408
SPCC364.07	50882.85	6.5144	0.0	466	0.708
SPBC359.06	28810.99	6.5045	0.0	257	0.448
SPAC11H11.03c	23599.53	6.5048	0.0	206	0.393
SPBC11C11.06c	19126.55	6.5146	0.0	178	0.447
SPBC17G9.02c	42629.30	6.5158	0.0	371	0.445
SPBC19F8.05	25359.67	6.5333	0.0	218	0.395
SPAC32A11.03c	103986.29	6.5226	0.0	942	0.366
SPCC1672.11c	148786.69	6.5125	0.0	1315	0.425
SPBC530.03c	23324.85	6.5335	0.0	206	0.433
SPAC7D4.05	26598.42	6.5141	0.0	228	0.420
SPBC215.13	53362.11	6.5075	0.0	534	0.407
SPAC2C4.13	20885.64	6.4701	0.0	199	0.484
SPAC227.16c	18531.01	6.5068	0.0	166	0.369
SPCC777.07	44478.27	6.5015	0.0	378	0.384
SPAC11D3.17	67146.67	6.5045	0.0	585	0.452
SPCC1739.03	114625.48	6.5224	0.0	999	0.374
SPAC18B11.07c	17097.34	6.5293	0.0	151	0.415
SPBC36.10	21088.02	6.5090	0.0	184	0.399
SPAC6F6.10c	36974.25	6.5197	0.0	317	0.506
SPAC1F7.07c	44314.55	6.5210	0.0	397	0.607
SPAC1250.03	17743.09	6.5132	0.0	155	0.407
SPCC330.13	27384.89	6.5299	0.0	242	0.363
